ISO3 country,Country,"Number of learners enrolled
 from pre-primary to upper-
 secondary education","Number of learners enrolled intertiary education
 programmes",Status of school closures,Date from source,Date update done
#country+code+iso3,#country+name,#value+learners+pre_primary+secondary,#value+learners+tertiary,,,
ARE,UnitedArabEmirates,"1,170,565","191,794",Partially Open,3/31/2021,3/16/2021
UZB,Uzbekistan,"7,174,483","299,634",Fully open,3/31/2021,3/16/2021
VEN,Venezuela(BolivarianRepublicof),"6,866,822",..,fully open,3/31/2021,3/16/2021
AFG,Afghanistan,"9,608,795","370,610",Fully open,3/31/2021,3/12/2021
ALB,Albania,"520,759","131,833",Partially Open,3/31/2021,3/12/2021
DZA,Algeria,"9,492,542","1,600,676",Fully open,3/31/2021,3/12/2021
ARG,Argentina,"11,061,186","3,140,963",Partially Open,3/31/2021,3/12/2021
ARM,Armenia,"437,612","102,891",Fully open,3/31/2021,3/12/2021
AUT,Austria,"1,278,170","430,370",Fully open,3/31/2021,3/12/2021
AZE,Azerbaijan,"1,783,390","200,609",Partially Open,3/31/2021,3/12/2021
BHR,Bahrain,"247,489","44,940",Closed due to COVID-19,3/31/2021,3/12/2021
BGD,Bangladesh,"36,786,304","3,150,539",Closed due to COVID-19,3/31/2021,3/12/2021
BEL,Belgium,"2,457,738","526,760",Fully open,3/31/2021,3/12/2021
BOL,Bolivia(PlurinationalStateof),"2,612,837",..,Closed due to COVID-19,3/31/2021,3/12/2021
BIH,Sao Tome and Principe,"428,099","95,142",Partially Open,3/31/2021,3/12/2021
BGR,Bulgaria,"974,469","249,937",Partially Open,3/31/2021,3/12/2021
BFA,Burkina Faso,"4,568,998","117,725",Fully open,3/31/2021,3/12/2021
KHM,Cambodia,"3,310,778","211,484",Fully open,3/31/2021,3/12/2021
CMR,Cameroon,"6,924,780","290,259",Fully open,3/31/2021,3/12/2021
CYM,Cayman Islands,"9,182",..,Fully open,3/31/2021,3/12/2021
CHL,Chile,"3,652,100","1,238,992",Partially Open,3/31/2021,3/12/2021
CHN,China,"233,169,621","45,266,464",Fully open,3/31/2021,3/12/2021
COL,Colombia,"9,124,862","2,408,041",Partially Open,3/31/2021,3/12/2021
CRI,CostaRica,"1,100,782","216,700",Partially Open,3/31/2021,3/12/2021
CIV,Côted'Ivoire,"6,120,918","217,914",Fully open,3/31/2021,3/12/2021
HRV,Croatia,"621,991","165,197",Fully open,3/31/2021,3/12/2021
CYP,Cyprus,"135,354","45,263",Partially Open,3/31/2021,3/12/2021
CZE,Czechia,"1,715,890","352,873",Closed due to COVID-19,3/31/2021,3/12/2021
PRK,Democratic People's Republic of Korea,"4,229,170","526,400",Closed due to COVID-19,3/31/2021,3/12/2021
DNK,Denmark,"1,185,564","312,379",Partially Open,3/31/2021,3/12/2021
ECU,Ecuador,"4,462,460","669,437",Partially Open,3/31/2021,3/12/2021
EGY,Egypt,"23,157,420","2,914,473",Partially Open,3/31/2021,3/12/2021
SLV,ElSalvador,"1,414,326","190,519",Closed due to COVID-19,3/31/2021,3/12/2021
GNQ,EquatorialGuinea,"160,019",..,Fully open,3/31/2021,3/12/2021
EST,Estonia,"224,987","47,794",Partially Open,3/31/2021,3/12/2021
ETH,Ethiopia,"23,929,322","757,175",Fully open,3/31/2021,3/12/2021
FIN,Finland,"1,113,796","295,528",Fully open,3/31/2021,3/12/2021
FRA,France,"12,929,509","2,532,831",Fully open,3/31/2021,3/12/2021
GAB,Gabon,"468,362","10,076",Fully open,3/31/2021,3/12/2021
GMB,Gambia,"566,418","5,001",Fully open,3/31/2021,3/12/2021
GEO,Georgia,"732,451","151,226",Fully open,3/31/2021,3/12/2021
DEU,Germany,"12,291,001","3,091,694",Closed due to COVID-19,3/31/2021,3/12/2021
GHA,Ghana,"9,253,063","443,693",Fully open,3/31/2021,3/12/2021
GRC,Greece,"1,469,505","735,027",Partially Open,3/31/2021,3/12/2021
